Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh
12-Nov 18:00:00,0.0,0.0,0.0,0.0,11.18147681791732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.21450641225302,0.0,0.0,0.0,0.0,0.0,1734.8889328323794,3851.3223906764065,1691.6744264201263,1691.6744264201263,0.0,1734.8889328323796,1691.6744264201263,43.21450641225325,0.0,0.0,0.08,
12-Nov 19:00:00,0.0,0.0,0.0,0.0,9.997891407754757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.77591126660644,0.0,0.0,0.0,0.0,0.0,1982.730208951291,1868.5921817251158,1935.9542976846844,1935.9542976846844,0.0,1982.730208951291,1935.9542976846844,46.77591126660644,0.0,0.0,0.08,
12-Nov 20:00:00,0.0,0.0,0.0,0.0,8.814305997592196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.080551555325606,0.0,0.0,0.0,0.0,0.0,988.5921817251157,880.0,953.51163016979,953.51163016979,0.0,2323.511963614794,953.5116301697899,1370.000333445004,1.1368683772161603E-13,0.0,0.08,
12-Nov 21:00:00,0.0,0.0,0.0,0.0,7.630720587429635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2199.5913255553382,0.0,2199.5913255553382,0.0,0.0,0.08,
12-Nov 22:00:00,0.0,0.0,0.0,0.0,6.447135177267073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1827.8294113769714,0.0,1827.8294113769714,0.0,0.0,0.08,
12-Nov 23:00:00,0.0,0.0,0.0,0.0,5.263549767104511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1394.1071781688763,0.0,1394.1071781688763,0.0,0.0,0.08,
13-Nov 00:00:00,0.0,0.0,0.0,0.0,0.623579533136835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
13-Nov 01:00:00,0.0,0.0,0.0,0.0,0.07322498021643153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
13-Nov 02:00:00,0.0,0.0,0.0,0.0,-0.4771295727039717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
13-Nov 03:00:00,0.0,0.0,0.0,0.0,-1.0274841256243752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
13-Nov 04:00:00,0.0,0.0,0.0,0.0,-1.577838678544778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,802.2750471976711,0.0,802.2750471976711,0.0,0.0,0.08,
13-Nov 05:00:00,0.0,0.0,0.0,0.0,-2.1281932314651817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1018.2721752893519,0.0,1018.2721752893519,0.0,0.0,0.08,
13-Nov 06:00:00,0.0,0.0,0.0,0.0,-2.678547784385585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1326.8395011346101,0.0,1326.8395011346101,0.0,0.0,0.08,
13-Nov 07:00:00,0.08833005660730671,0.08833005660730671,0.0,0.0,-2.5617435247937035,0.08833005660730671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1666.263559564394,0.0,1666.263559564394,0.0,0.0,0.08,
13-Nov 08:00:00,22.439231023797234,22.439231023797234,0.0,18.9194709120574,-1.799846417545671,3.519760111739835,1.0935489883050036,0.4737209330123155,0.0,142.11452611416124,39.04171703239649,0.0,-9.293366696201259,-0.2944614716033304,1.7763568394002505E-15,0.0,5.182200114353726,0.0,0.0,0.02114105412832809,0.0,107.4572960810873,14.936909761592759,0.0,0.0,0.0,0.0,0.0,0.0,880.0,92.52038631949472,92.52038631949472,0.0,1882.2606876560747,92.52038631949472,1789.74030133658,0.0,0.597097036203387,0.08,
13-Nov 09:00:00,112.59236864619288,98.79474919494115,63.02118738545326,146.44467476758865,-0.435981777795333,-33.85230612139577,9.163375349659203,3.9526652798141484,0.0,1091.9615135911642,55.77758966729177,56.51926427985653,-78.29633831682924,-2.886404749646341,7.105427357601002E-15,0.0,7.309669089577078,0.0,0.0,2.021492876184726,0.0,1051.5162407447299,35.727259525269716,0.0,0.0,0.0,0.0,0.0,0.0,880.0,1015.7889812194602,1015.7889812194602,0.0,1851.4039550715488,1015.7889812194602,835.6149738520886,0.0,0.8469277806893086,0.08,
13-Nov 10:00:00,157.47721452214753,151.76306313883032,18.34799185617465,171.4023816065973,0.8004742254397712,-13.925167084449754,9.871790879118812,3.6952577663059887,0.0,1292.6713769520027,54.11902424708065,24.126062177712903,-83.57683975322827,-3.5418742117822735,0.0,0.0,8.760917191689742,0.0,0.0,3.043891714611469,0.0,1289.7401955859184,37.844093063462985,0.0,0.0,0.0,0.0,0.0,0.0,880.0,1251.8961025224555,1251.8961025224555,0.0,1326.8395011346101,1251.8961025224553,74.94339861215474,2.2737367544323206E-13,0.8918008877811312,0.08,
13-Nov 11:00:00,189.82522563271527,183.9370745747494,16.05620372464067,206.48435215726536,1.8531164169580725,-16.65912652455009,11.610419886168385,4.101319497292431,0.0,1562.427698617459,50.730871224500554,20.761710727504024,-88.9811395098508,-4.311835084251492,0.0,0.0,10.408285507762315,0.0,0.0,4.511209177327049,0.0,1569.3085965744672,35.74907585605265,0.0,0.0,0.0,0.0,515.2873454290618,0.0,1395.2873454290618,1018.2721752893527,1018.2721752893527,0.0,1018.2721752893519,1018.2721752893519,0.0,7.958078640513122E-13,0.6021340631914534,0.08,
13-Nov 12:00:00,152.14642085846654,152.14642085846654,0.0,151.45692079480895,2.67392491810493,0.6895000636575901,8.759668109211058,3.4327187448347014,0.0,1140.5765329748504,55.5448514551431,0.0,-68.77704275203294,-3.1484405056235625,-7.105427357601002E-15,0.0,7.776380224763919,0.0,0.0,2.4052048697320845,0.0,1146.7755796828676,32.22995601559499,0.0,0.0,0.0,0.0,373.9840416386537,0.0,1769.2713870677158,740.5615820286196,740.5615820286196,0.0,740.5615820286196,740.5615820286196,0.0,0.0,0.59701950554028,0.08,
13-Nov 13:00:00,162.17668675760694,162.17668675760694,0.0,168.92628525827817,3.22545573799592,-6.749598500671226,9.771512056639175,3.6067505810779577,0.0,1273.9383052623948,54.30315322654473,-1.4210854715202004E-14,-71.94313440092579,-3.5245994372720095,-7.105427357601002E-15,0.0,8.624091269764577,0.0,0.0,3.0142778232742873,0.0,1283.4645167810088,32.70437975293957,0.0,0.0,0.0,0.0,448.48508983039824,0.0,2217.7564768981138,802.2750471976711,802.2750471976711,0.0,802.2750471976711,802.2750471976711,0.0,0.0,0.5798858585611026,0.08,
13-Nov 14:00:00,105.073711745505,105.073711745505,0.0,104.27485794948022,3.482548909399197,0.7988537960247726,6.030780538073498,2.476136699846943,0.0,784.3394344276746,56.60533986155238,-1.4210854715202004E-14,-48.6972826320966,-2.1186307005170826,0.0,0.0,5.249802210000631,0.0,0.0,1.0890962940250302,0.0,772.21110939471,35.40924404730654,0.0,0.0,0.0,0.0,0.0,246.061065894642,1971.695411003472,982.8629312420454,982.8629312420454,0.0,1018.2721752893519,982.8629312420454,35.40924404730654,0.0,1.1508793935216302,0.08,
13-Nov 15:00:00,93.70740918135712,77.2663579899249,90.06577408509412,160.08728140296716,3.4334762468086155,-66.37987222161004,7.622536104460342,3.2613378132681183,0.0,1221.975907304105,54.79810523617273,37.7064742631342,-68.96010915038103,-3.270148203940099,0.0,0.0,8.097490720983146,0.0,0.0,2.5947565026393526,0.0,1191.0093379354967,38.34305853882053,0.0,0.0,0.0,0.0,0.0,135.8301631991136,1835.8652478043582,1288.4964425957896,1288.4964425957896,0.0,1326.8395011346101,1288.4964425957896,38.34305853882053,0.0,0.9827495630652596,0.08,
13-Nov 16:00:00,14.027918890121725,14.027918890121725,0.0,10.772373201152856,3.3710919451242813,3.255545688968869,0.6223980052326535,0.26322993740815864,0.0,80.97244366721365,30.320700129026264,0.0,-3.563490593302118,-0.13170037968833018,8.881784197001252E-16,0.0,6.276295924937296,0.0,0.0,0.004274735691642685,0.0,48.066363850548875,35.255702235278896,0.0,0.0,0.0,0.0,0.0,955.8652478043582,880.0,968.6759094196282,968.6759094196282,0.0,1727.977024733446,968.6759094196282,759.3011153138177,0.0,10.979525542608497,0.08,
13-Nov 17:00:00,0.0,0.0,0.0,0.0,3.3990271116357484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2005.6876179941783,0.0,2005.6876179941783,0.0,0.0,0.08,
13-Nov 18:00:00,0.0,0.0,0.0,0.0,3.620155125657648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2345.111676423962,0.0,2345.111676423962,0.0,0.0,0.08,
13-Nov 19:00:00,0.0,0.0,0.0,0.0,3.8412831396795473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2221.684746085859,0.0,2221.684746085859,0.0,0.0,0.08,
13-Nov 20:00:00,0.0,0.0,0.0,0.0,4.062411153701447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1851.4039550715488,0.0,1851.4039550715488,0.0,0.0,0.08,
13-Nov 21:00:00,0.0,0.0,0.0,0.0,4.283539167723346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1419.4096988881874,0.0,1419.4096988881874,0.0,0.0,0.08,
13-Nov 22:00:00,0.0,0.0,0.0,0.0,4.504667181745246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1234.2693033810326,0.0,1234.2693033810326,0.0,0.0,0.08,
13-Nov 23:00:00,0.0,0.0,0.0,0.0,4.725795195767143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
14-Nov 00:00:00,0.0,0.0,0.0,0.0,7.307800899644181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
14-Nov 01:00:00,0.0,0.0,0.0,0.0,7.6766588573409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
14-Nov 02:00:00,0.0,0.0,0.0,0.0,8.04551681503762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
14-Nov 03:00:00,0.0,0.0,0.0,0.0,8.414374772734341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
14-Nov 04:00:00,0.0,0.0,0.0,0.0,8.78323273043106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,802.2750471976711,0.0,802.2750471976711,0.0,0.0,0.08,
14-Nov 05:00:00,0.0,0.0,0.0,0.0,9.15209068812778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1018.2721752893519,0.0,1018.2721752893519,0.0,0.0,0.08,
14-Nov 06:00:00,0.0,0.0,0.0,0.0,9.5209486458245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1326.8395011346101,0.0,1326.8395011346101,0.0,0.0,0.08,
14-Nov 07:00:00,0.030304065044902264,0.030304065044902264,0.0,0.0,9.889806603521219,0.030304065044902264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1666.263559564394,0.0,1666.263559564394,0.0,0.0,0.08,
14-Nov 08:00:00,13.556525220287096,13.556525220287096,0.0,10.030609504857013,10.698011992292288,3.5259157154300826,0.5794432600039221,0.12288663871273561,0.0,76.39860997428953,28.766979802499026,-4.440892098500626E-16,-2.1966496573224665,-0.1187579216473475,8.881784197001252E-16,0.0,6.600396349478462,0.0,0.0,0.0034823088645881987,0.0,43.343159092417245,10.36677184525039,0.0,0.0,0.0,0.0,0.0,0.0,880.0,32.976387247166855,32.976387247166855,0.0,1882.2606876560747,32.97638724716671,1849.284300408908,1.4210854715202004E-13,0.4014137234884997,0.08,
14-Nov 09:00:00,44.60531826522339,44.60531826522339,0.0,38.35252140146893,11.469374805606554,6.252796863754462,2.2169572453248243,1.0668491134325762,0.0,287.21277619980737,48.698167760872096,0.0,-10.934155510733264,-0.674463882238508,-3.552713678800501E-15,0.0,3.9439108148516855,0.0,0.0,0.11035839565154844,0.0,246.0689586214038,22.619450500538807,0.0,0.0,0.0,0.0,0.0,0.0,880.0,223.44950812086518,223.44950812086518,0.0,1851.4039550715488,223.44950812086518,1627.9544469506836,0.0,0.7113804848409427,0.08,
14-Nov 10:00:00,95.58053148089327,95.58053148089327,0.0,89.48719797119891,12.16873196109789,6.093333509694361,5.1744617833054125,2.297330324362248,0.0,671.7061740223209,56.00851468511665,0.0,-22.618642922269423,-1.742289198529224,0.0,0.0,4.12303399483617,0.0,0.0,0.7365439960271878,0.0,635.1990134671396,32.14085265710446,0.0,0.0,0.0,0.0,0.0,0.0,880.0,603.0581608100351,603.0581608100351,0.0,1326.8395011346101,603.0581608100351,723.781340324575,0.0,0.8228387851227955,0.08,
14-Nov 11:00:00,122.22542042641011,122.22542042641011,0.0,116.74657630218606,12.764202801781781,5.478844124224054,6.751182094170029,2.843237105044406,0.0,877.5761666733374,56.77129290528149,0.0,-25.341560326736357,-2.3094749851284115,0.0,0.0,5.497539508050885,0.0,0.0,1.2941567134740957,0.0,841.6642128583959,32.83132955873277,0.0,0.0,0.0,0.0,0.0,0.0,880.0,808.8328832996631,808.8328832996631,0.0,1018.2721752893519,808.8328832996631,209.4392919896888,0.0,0.8459235410038343,0.08,
14-Nov 12:00:00,87.56609404163488,87.56609404163488,0.0,78.37893819669688,13.228642396821302,9.187155844938005,4.531382954217451,2.0960092103114665,0.0,587.6451620034555,55.35517753533046,0.0,-18.258721090821243,-1.5028688494876807,0.0,0.0,3.5044443454306062,0.0,0.0,0.5480252465459144,0.0,547.9991048164576,33.6964300010011,0.0,0.0,0.0,0.0,0.0,0.0,880.0,514.3026748154565,514.3026748154565,0.0,740.5615820286196,514.3026748154565,226.25890721316307,0.0,0.8011906498987502,0.08,
14-Nov 13:00:00,119.39232811358644,119.39232811358644,0.0,115.32904511935062,13.540878961094615,4.06328299423582,6.6694760451726385,2.764403898736998,0.0,867.2814027868616,56.763013697736945,0.0,-22.839959334248064,-2.274625270184386,0.0,0.0,5.394750076256237,0.0,0.0,1.2553944977927176,0.0,828.9828291195081,32.588676213883815,0.0,0.0,0.0,0.0,0.0,0.0,880.0,796.3941529056243,796.3941529056243,0.0,802.2750471976711,763.6897731526849,38.58527404498629,32.70437975293942,0.8431519166943718,0.08,
14-Nov 14:00:00,97.7404108191079,97.7404108191079,0.0,95.51766343449778,13.68667898497726,2.2227473846101162,5.524009977510181,2.3142513194144327,0.0,718.094303506724,56.426756513025566,0.0,-20.01148290917004,-1.8606987592825543,0.0,0.0,4.384681524019008,0.0,0.0,0.8400618626705315,0.0,678.3149852754615,32.29247931240933,0.0,0.0,0.0,0.0,0.0,0.0,880.0,646.0225059630521,646.0225059630521,0.0,1018.2721752893519,646.0225059630521,372.2496693262998,0.0,0.8258105427470882,0.08,
14-Nov 15:00:00,41.2748758434117,41.2748758434117,0.0,35.9339023332103,13.659396078261834,5.340973510201401,2.0772518379507714,0.9987375175621981,0.0,269.10630728734117,48.35453973681355,-1.7763568394002505E-15,-8.348945590691626,-0.6181358826167818,0.0,0.0,4.099251868710679,0.0,0.0,0.09269207111062028,0.0,225.52690508401466,21.50342545264048,0.0,0.0,0.0,0.0,0.0,0.0,880.0,204.02347963137436,204.02347963137436,0.0,1326.8395011346101,204.02347963137436,1122.8160215032358,0.0,0.6932537575387123,0.08,
14-Nov 16:00:00,10.066588370937458,10.066588370937458,0.0,0.0,13.460273950237223,10.066588370937458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1727.977024733446,0.0,1727.977024733446,0.0,0.0,0.08,
14-Nov 17:00:00,0.0,0.0,0.0,0.0,12.879219572950314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2005.6876179941783,0.0,2005.6876179941783,0.0,0.0,0.08,
14-Nov 18:00:00,0.0,0.0,0.0,0.0,12.298165195663405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2345.111676423962,0.0,2345.111676423962,0.0,0.0,0.08,
14-Nov 19:00:00,0.0,0.0,0.0,0.0,11.717110818376495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,2221.684746085859,0.0,2221.684746085859,0.0,0.0,0.08,
14-Nov 20:00:00,0.0,0.0,0.0,0.0,11.136056441089586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1851.4039550715488,0.0,1851.4039550715488,0.0,0.0,0.08,
14-Nov 21:00:00,0.0,0.0,0.0,0.0,10.555002063802675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1419.4096988881874,0.0,1419.4096988881874,0.0,0.0,0.08,
14-Nov 22:00:00,0.0,0.0,0.0,0.0,9.973947686515766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1234.2693033810326,0.0,1234.2693033810326,0.0,0.0,0.08,
14-Nov 23:00:00,0.0,0.0,0.0,0.0,9.392893309228857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
15-Nov 00:00:00,0.0,0.0,0.0,0.0,7.948851282184306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
15-Nov 01:00:00,0.0,0.0,0.0,0.0,7.643487119572587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
15-Nov 02:00:00,0.0,0.0,0.0,0.0,7.338122956960865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
15-Nov 03:00:00,0.0,0.0,0.0,0.0,7.032758794349148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,678.848116859568,0.0,678.848116859568,0.0,0.0,0.08,
15-Nov 04:00:00,0.0,0.0,0.0,0.0,6.727394631737425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,802.2750471976711,0.0,802.2750471976711,0.0,0.0,0.08,
15-Nov 05:00:00,0.0,0.0,0.0,0.0,6.422030469125706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1018.2721752893519,0.0,1018.2721752893519,0.0,0.0,0.08,
15-Nov 06:00:00,0.0,0.0,0.0,0.0,6.116666306513986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1326.8395011346101,0.0,1326.8395011346101,0.0,0.0,0.08,
15-Nov 07:00:00,0.008467776329100465,0.008467776329100465,0.0,0.0,5.968278957716806,0.008467776329100465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1666.263559564394,0.0,1666.263559564394,0.0,0.0,0.08,
15-Nov 08:00:00,7.315333115151973,7.315333115151973,0.0,0.0,5.974354567014314,7.315333115151973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1882.2606876560747,0.0,1882.2606876560747,0.0,0.0,0.08,
15-Nov 09:00:00,11.971846974028043,11.971846974028043,0.0,0.0,6.129979929446477,11.971846974028043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,1851.4039550715488,0.0,1851.4039550715488,0.0,0.0,0.08,
